,name,price,mile_age,make,model,fuel,power,transmission,engine_size,description,linkofproduct,year
283,Mercedes benz E210,26 000 DT,215000,Mercedes-Benz,210,Essence,9,Noir,Compacte,karhba ndhifa,https://www.tayara.tn/listings/voitures-9/46e39445-4e2a-479a-af46-b5981e22e123/mercedes-benz-e210,2000
284,Karhba ndhifa,9 800 DT,0,Peugeot,106,Essence,3,Manuelle,>4.0,106 karhba ndhifa wmta3 ksiba som 9abel li ni9ach,https://www.tayara.tn/listings/voitures-9/1f9a16e3-6357-4e39-8a8d-a6e527c2a658/karhba-ndhifa,1999
285,🏁Volkswagen Golf 7 Essence 🏁,45 000 DT,219000,Volkswagen,Golf 7,Essence,5,Manuelle,1.2,🏁Volkswagen Golf 7 Essence 🏁,https://www.tayara.tn/listings/voitures-9/b3cba55e-bd34-4eda-b49e-3226f3725936/%F0%9F%8F%81volkswagen-golf-7-essence-%F0%9F%8F%81,2013
286,clio première main,1 DT,140,Renault,Clio,Essence,5,Gris,Utilitaire,Clio première main toutes options excellente état.,https://www.tayara.tn/listings/voitures-9/2fa8e068-27ef-44fb-8b14-12529a613135/clio-premi%C3%A8re-main,2009
287,C 180 kompressor 1ère main,45 000 DT,199000,Mercedes-Benz,Classe C,Essence,9,Noir,Berline,⛔⛔Mercedes Classe C 180 kompressor ⛔⛔,https://www.tayara.tn/listings/voitures-9/c074f8a2-22de-4a46-9ad3-1273aa6349b1/c-180-kompressor-1%C3%A8re-main,2008
288,land rover,0 DT,170,Land Rover,Range Rover,Diesel,8,Rouge,4 x 4,land rover,https://www.tayara.tn/listings/voitures-9/8535504a-eb94-4e82-8331-bbcbaefe3d26/land-rover,2006
289,Issuzu,28 DT,450000,Isuzu,D-MAX,Diesel,10,Blanc,Autres,Tunis 99 / 1446,https://www.tayara.tn/listings/voitures-9/169206ce-7f37-459d-8f4b-c66f5c843e50/issuzu,2000
290,Citroën berlingo,15 500 DT,185,Citroen,Berlingo,Diesel,7,Gris,Berline,assiste alarm porte latéral toi tel 27425135,https://www.tayara.tn/listings/voitures-9/a48ee1fe-d43e-496b-acd6-1ff93b77d316/citro%C3%ABn-berlingo,2006
291,L200,0 DT,80,Mitsubishi,L200,Diesel,200,4 x 4,Manuelle,9t3a ndhifa brcha,https://www.tayara.tn/listings/voitures-9/ab459dcd-4aa6-4973-a55f-24665226f132/l200,2010
292,Jetta 3,27 000 DT,250000,Volkswagen,Jetta,Diesel,6,Beige,Autres,À vendre jetta tdi Gasoil 1.9,https://www.tayara.tn/listings/voitures-9/63ffdcc1-9566-4b43-b6b6-75d9f78e6a68/jetta-3,2010
293,Clio dynamique,32 500 DT,111000,Renault,Clio,Essence,5,Rouge,Berline,☎️ 95666119,https://www.tayara.tn/listings/voitures-9/6e8a0f11-c046-4b3d-ac4b-8b887459df7f/clio-dynamique-,2014
294,Volkswagen caddy,26 500 DT,180000,Volkswagen,Caddy,Diesel,5,Gris,Manuelle,Belle Volkswagen caddy tout option,https://www.tayara.tn/listings/voitures-9/f1376939-457a-4cc6-8218-a4d0d3cfec5d/volkswagen-caddy,2015
295,A vendre Fiat Grande Punto,22 000 DT,165000,Fiat,Grande Punto,Essence,5,Gris,Compacte,Particulier vend à particulier Fiat Grande Punto 1ère main bien entretenue.,https://www.tayara.tn/listings/voitures-9/6c1ac3ec-a0b9-4d4e-8b2c-d4f12475ce14/a-vendre-fiat-grande-punto,2011
296,Audi A3,34 500 DT,170000,Audi,A3,Diesel,5,Violet,Autres,À vendre Audi A3 tdi 1.6 bleu montion,https://www.tayara.tn/listings/voitures-9/4831284b-d058-49bc-9613-e19f0f4945de/audi-a3,2011
297,mercedes c180,0 DT,143000,Mercedes-Benz,Classe C,Essence,9,Manuelle,1.8,a vendre ou echange,https://www.tayara.tn/listings/voitures-9/4842249d-36ec-499e-8c4e-13034f41e98a/mercedes-c180,2009
298,Polo sedan hight line,44 000 DT,48000,Volkswagen,Polo,Essence,5,Berline,Nouveau,"Polo sedan hight line 1ère main,",https://www.tayara.tn/listings/voitures-9/cd918349-1edc-4b06-aa36-2ce83364a263/polo-sedan-hight-line,2016
299,HYUNDAI,22 500 DT,220,Hyundai,I 10,Essence,5,Gris,Berline,À vendre HYUNDAI I10 tout option première main,https://www.tayara.tn/listings/voitures-9/f149e11b-b2f6-4b24-b3d4-6b2cdec83750/hyundai,2016
300,🏁 2018 IVECO 35C15 🏁,90 000 DT,17000,Iveco,Daily,Diesel,10,Manuelle,2.2,🏁 2018 IVECO 35C15 🏁,https://www.tayara.tn/listings/voitures-9/fa20acb9-053c-4ba9-a870-498c94d48bc8/%F0%9F%8F%81-2018-iveco-35c15-%F0%9F%8F%81,2018
301,À vendre Citroën nemo modèle 2015,20 000 DT,138000,Citroen,Nemo,Diesel,15,Bleu,Avec kilométrage,En bon état climatise. Peinture d origine. Double clé. TT option contact :97375435,https://www.tayara.tn/listings/voitures-9/a2c9ca13-6f56-4166-87de-e95e9531c99e/%C3%A0-vendre-citro%C3%ABn-nemo-mod%C3%A8le-2015,2015
302,🏁 MAZDA 3 SKYACTIV BVM 🏁,60 000 DT,105000,Mazda,3,Essence,6,Manuelle,1.3,🏁 MAZDA 3 SKYACTIV BVM 🏁,https://www.tayara.tn/listings/voitures-9/2dd7b8ed-bacc-4d0c-90fe-d9d36f954c58/%F0%9F%8F%81-mazda-3-skyactiv-bvm-%F0%9F%8F%81,2017
303,Fiat scoda 2001,11 500 DT,9,Fiat,Scudo,Diesel,0,Blanc,Autres,7 chouvou 2001 3 place commercial,https://www.tayara.tn/listings/voitures-9/d4405100-8c8f-4a8d-bcd4-f83cf8ad1510/fiat-scoda-2001,2001
304,je cherche golf 4 ne depasse pas 15 mille,0 DT,2,Volkswagen,Golf 4,Electrique,5,Manuelle,1.4,je cherche,https://www.tayara.tn/listings/voitures-9/48d2f52a-c88b-4a08-a84a-26f29116500d/je-cherche-golf-4-ne-depasse-pas-15-mille,2002
305,piece fiat punto 3,0 DT,0,Fiat,Punto,Essence,5,Manuelle,1.2,98800091,https://www.tayara.tn/listings/voitures-9/025b672f-ee26-471b-ab0b-99278a6ee57f/piece-fiat-punto-3,2008
306,A vendre belle symbol,0 DT,181000,Renault,Symbol,Essence,5,Noir,Berline,Belle symbole,https://www.tayara.tn/listings/voitures-9/41691b57-93a4-49ea-b8d7-56ba8106c358/a-vendre-belle-symbol,2010
307,Mercedes e200 essence,34 000 DT,257000,Mercedes-Benz,Classe E,Essence,10,Gris,Berline,Mercedes e200 essence 10 cv 2006 dekhla 2015 élégance eta neuf pour autre renseignement appelé 55464209,https://www.tayara.tn/listings/voitures-9/926ac36d-3404-420b-ba15-72f32069e3cc/mercedes-e200-essence-,2006
308,🏁 Mercedes Benz CLA 200 Kit AMG BVA 🏁,95 000 DT,120000,Mercedes-Benz,Classe CLA,Essence,8,Automatique,1.6,🏁 Mercedes Benz CLA 200 Kit AMG BVA 🏁,https://www.tayara.tn/listings/voitures-9/7eab5c1a-a119-436d-a529-69b5cb581575/%F0%9F%8F%81-mercedes-benz-cla-200-kit-amg-bva-%F0%9F%8F%81,2014
309,Express 5 place essence,7 200 DT,1111,Renault,Express,Essence,111111,Blanc,Manuelle,Karhba mta3 ksibe,https://www.tayara.tn/listings/voitures-9/a280c989-41a8-4d2f-91fc-4aaeab9f8792/express-5-place-essence,1987
310,Mitsubishi pajero double pont,28 000 DT,280000,Mitsubishi,Pajero,Diesel,11,Bleu,4 x 4,Mitsubishi pajero double pont,https://www.tayara.tn/listings/voitures-9/9a3e7f36-392a-44e1-a052-a0260c56b307/mitsubishi-pajero-double-pont,2001
311,Polo sedan,0 DT,152,Volkswagen,Jetta,Essence,5,Noir,Compacte,Voiture comme neuf,https://www.tayara.tn/listings/voitures-9/54afe386-52db-4146-b403-7d87bf8cdc90/polo-sedan,2016
312,ISUZU D-Max,56 DT,189,Isuzu,D-MAX,Diesel,8,Gris,Autres,isuzu d-max 4 porte,https://www.tayara.tn/listings/voitures-9/62e833db-3776-4625-a4eb-207e1706d58a/isuzu-d-max-,2012
313,🏁 Renault Megane 3 break🏁,27 000 DT,260000,Renault,Megane,Diesel,6,Manuelle,1.5,🏁 Renault Megane 3 break🏁,https://www.tayara.tn/listings/voitures-9/c6c98361-ee07-4a83-b95a-f4e6cf2991b5/%F0%9F%8F%81-renault-megane-3-break%F0%9F%8F%81,2011
314,Fiât punto 1,0 DT,135,Fiat,Punto,Essence,4,Rouge,Autres,Voiture femme à vendre,https://www.tayara.tn/listings/voitures-9/6d5b7fe3-c409-47c8-8069-4f734cafbee8/fi%C3%A2t-punto-1,1995
315,belle 106,7 300 DT,777777,Peugeot,106,Essence,4,Blanc,Compacte,a vendre 106 2 porte ndhifa mta3 ksiba tel 52711363,https://www.tayara.tn/listings/voitures-9/8e402ccc-814f-4a5f-a73a-3685e9883234/belle-106,1994
316,عروض,1 DT,300000,Volkswagen,Polo,Essence,4,Gris,Avec kilométrage,بيع واشري بحمام سوسة,https://www.tayara.tn/listings/voitures-9/7a087c09-ae17-431c-89a5-b0467d9c39b7/%D8%B9%D8%B1%D9%88%D8%B6,2000
317,Isuzu NPR poids lourd,30 000 DT,312000,Isuzu,Trooper,Diesel,12,Blanc,Compacte,Isuzu NPR poids lourd,https://www.tayara.tn/listings/voitures-9/56b8e72f-057d-4b88-8bc8-677e55ff7470/isuzu-npr-poids-lourd,2003
318,Renault clio bombée,16 300 DT,214000,Renault,Clio,Essence,4,Manuelle,1.2,tt options sauf clim moteur et carrosserie en bon état SVP curieux s'abstenir,https://www.tayara.tn/listings/voitures-9/f9b6effb-01a5-4c68-a32d-2fc2c384a4f3/renault-clio-bomb%C3%A9e,2006
319,voiture,7 DT,0,Peugeot,306,Diesel,6,Blanc,Avec kilométrage,,https://www.tayara.tn/listings/voitures-9/a7eeeed5-b584-4b62-bca2-6590768d49fb/voiture,1999
320,voiture,0 DT,0,Renault,Logan,Essence,5,Argent,Autres,voiture,https://www.tayara.tn/listings/voitures-9/d69be706-51cc-4cfd-bbcf-713b9006dff2/voiture,2010
321,🏁 Volkswagen Passat Essence 🏁,55 000 DT,130000,Volkswagen,Passat,Essence,7,Manuelle,1.4,🏁 Volkswagen Passat Essence 🏁,https://www.tayara.tn/listings/voitures-9/42a10ec8-f560-47a3-8401-188c7ed3e6d6/%F0%9F%8F%81-volkswagen-passat-essence-%F0%9F%8F%81,2014
322,camyowen,270 000 DT,10,Isuzu,D-MAX,Diesel,37000,Beige,Compacte,camyowen,https://www.tayara.tn/listings/voitures-9/6557d555-57df-4ea2-a7a6-314568d9ff35/camyowen,2010
323,Polo a vendre,22 000 000 DT,112,Volkswagen,Polo,Essence,5,Bleu,Autres,Première mains et toute option,https://www.tayara.tn/listings/voitures-9/0cfaf41d-7e35-4de4-9ab1-3d4208ca73c0/polo-a-vendre,2008
324,Avendre échange 22 755 689,0 DT,157000,Volkswagen,Golf 6,Diesel,5,Gris,Compacte,Une belle golf 6 tdi bleumotion,https://www.tayara.tn/listings/voitures-9/8c76fe28-aa21-4c7a-b334-57f85274a0e9/avendre-%C3%A9change-22-755-689,2011
325,fiat grandi punto essence premiere main,26 000 000 DT,86420,Fiat,Grande Punto,Essence,4,Gris,Berline,je met a vendre voiture fiat grandi punto essence quatre cylindre premiere main et toute options.....,https://www.tayara.tn/listings/voitures-9/2c28e842-d9e4-4300-8ba6-39abc0a23219/fiat-grandi-punto-essence-premiere-main,2017
326,Hyundai grand I10 boîte auto,35 900 DT,50000,Hyundai,Grand i10,Essence,5,Bleu,Compacte,Hyundai grand i10 GLS HG BVA,https://www.tayara.tn/listings/voitures-9/59c427f2-7ec5-4a36-a16a-ac461eea5749/hyundai-grand-i10-bo%C3%AEte-auto,2017
327,Mitsubishi Pajero,0 DT,1986,Mitsubishi,Pajero,Diesel,9,Gris,4 x 4,La voiture en bonne état,https://www.tayara.tn/listings/voitures-9/9159fb20-978b-4ebe-b5ab-c99a164e74fd/mitsubishi-pajero-,1986
328,🚘🚘GOLF 6 TDi 1.6🚘🚘,1 DT,183,Volkswagen,Golf 6,Diesel,5,Noir,Berline,🚘----------A vendre---------🚘,https://www.tayara.tn/listings/voitures-9/2d12327d-7204-48c5-9c5f-a4ac5f1091bf/%F0%9F%9A%98%F0%9F%9A%98golf-6-tdi-1-6%F0%9F%9A%98%F0%9F%9A%98,2010
329,polo3 première main,0 DT,0,Volkswagen,Polo,Essence,4,Manuelle,1.2,polo3 première main,https://www.tayara.tn/listings/voitures-9/7afd7303-0e10-468a-8d29-624561293010/polo3-premi%C3%A8re-main,1999
330,saxo,8 300 DT,0,Citroen,Saxo,Essence,5,Blanc,Autres,série 90,https://www.tayara.tn/listings/voitures-9/c614edaf-2e1f-49b9-9ec1-c853fadd4fd6/saxo,1999
331,Passat carra,0 DT,180000,Volkswagen,Passat,Diesel,5,Noir,Berline,Importé,https://www.tayara.tn/listings/voitures-9/9412aa29-41be-4a85-9f4d-230878669f8b/passat-carra,2012
332,Iveco 65c15 poids lourd,36 000 DT,182000,Iveco,Daily,Diesel,10,Blanc,Compacte,Iveco 65c15 poids lourd,https://www.tayara.tn/listings/voitures-9/3306d1bf-0b8e-44e3-aa49-0f71b92c07f9/iveco-65c15-poids-lourd,2010
333,ford ranger 1er maun,23 DT,300000,Ford,Ranger,Diesel,123,Blanc,Autres,ford ranger,https://www.tayara.tn/listings/voitures-9/c149cb5c-bcda-4ca9-8182-14f1b4f384be/ford-ranger-1er-maun,2011
334,Opel astra H,16 200 DT,335000,Opel,Astra,Diesel,5,Gris,Berline,Opel astra H,https://www.tayara.tn/listings/voitures-9/0daf9915-bad9-436f-8bf5-b15bee522e26/opel-astra-h,2007
335,polo 5 double arbre a came,0 DT,181000,Volkswagen,Polo,Essence,5,Gris,Berline,polo 5,https://www.tayara.tn/listings/voitures-9/97541490-ce18-4b2a-a874-0fc6deb344b3/polo-5-double-arbre-a-came,2004
336,Peugeot 405,8 500 DT,260000,Peugeot,405,Essence,7,Bleu,Compacte,Pour plus d'info: 53656074,https://www.tayara.tn/listings/voitures-9/8f756060-bee7-4257-b87a-666af68272d9/peugeot-405,90
337,Fiat grande punto européenne,18 500 DT,200000,Fiat,Grande Punto,Essence,4,Gris,Berline,"je met à la vente ma fiat grande punto européenne,importée.",https://www.tayara.tn/listings/voitures-9/b6ea01a6-ba2e-4fdf-b6cb-4ab0be2286c1/fiat-grande-punto-europ%C3%A9enne,2009
338,A160 KIT AMG BVA 31000 KM🚘 👑,84 500 DT,31500,Mercedes-Benz,Classe A,Diesel,5,Noir,Berline,🆕 A VENDRE 🚘 👑 Mercedes A 160 CDI KIT AMG pack night BVA,https://www.tayara.tn/listings/voitures-9/091cc628-7ec6-40d4-a7cf-14bf888553cd/a160-kit-amg-bva-31000-km%F0%9F%9A%98-%F0%9F%91%91,2014
339,E200 coupé KIT AMG dossier leasing,0 DT,43000,Mercedes-Benz,Classe E,Essence,11,Noir,Berline,🆕 A Vendre 🚘 👑 E200 coupé KIT AMG 👰 BVA Toit panoramique ouvrant. Dossier leasing Svp pas de dérangement après 19.00 H,https://www.tayara.tn/listings/voitures-9/639032a8-5ee0-4295-a3cd-f161823a1384/e200-coup%C3%A9-kit-amg-dossier-leasing,2018
340,MAZDA 3 dossier leasing 2019🚘,0 DT,29000,Mazda,3,Essence,6,Bleu,Utilitaire,A VENDRE 🚘 👑 Mazda 3 skyactiv high grade sous dossier leasing,https://www.tayara.tn/listings/voitures-9/ea22e3c8-904e-4d55-9b33-a033ced39078/mazda-3-dossier-leasing-2019%F0%9F%9A%98,2019
341,PORSCHE CAYENNE 💎PLATINIUM ÉDITION V6 👌Age 3 ans🚘,0 DT,47000,Porsche,Cayenne,Essence,20,Noir,4 x 4,👉 🆕 A VENDRE OU À ÉCHANGE PORSCHE CAYENNE 💎PLATINIUM ÉDITION V6 👌,https://www.tayara.tn/listings/voitures-9/8ece71d9-380b-4aa8-b3af-49469895221e/porsche-cayenne-%F0%9F%92%8Eplatinium-%C3%A9dition-v6-%F0%9F%91%8Cage-3-ans%F0%9F%9A%98,2017
342,E 180 KIT AMG TOIT PANO 7000 KM 🚘,227 000 DT,7000,Mercedes-Benz,Classe E,Essence,9,Blanc,Utilitaire,🆕 A Vendre 🚘 👑 E180 KIT AMG 👰 BVA Toit panoramique ouvrant. Svp pas de dérangement après 20.00 H PRIX: 227 000 DT,https://www.tayara.tn/listings/voitures-9/fa7ceef7-fd0e-4b86-be83-6d73178b3809/e-180-kit-amg-toit-pano-7000-km-%F0%9F%9A%98,2018
343,BMW 318 i Sport Line Pack Night🚘,121 500 DT,92000,BMW,Serie 3,Essence,7,Gris,Berline,🆕 A VENDRE 🚘 👑 BMW 318 i F30 BVA SPORT LINE PACK NIGHT TOIT OUVRANT MODEL 2016 PHASE 2,https://www.tayara.tn/listings/voitures-9/287c2c66-d4c0-468f-ab71-31374ab626ed/bmw-318-i-sport-line-pack-night%F0%9F%9A%98,2016
344,S 350 KIT AMG phase 2 full🚘,148 500 DT,160000,Mercedes-Benz,Classe S,Essence,18,Noir,Berline,🆕🆕 A Vendre 🚘 👑 S 350 KIT AMG 👰 BVA Toit ouvrant 3.5L V6 24S.,https://www.tayara.tn/listings/voitures-9/bdd4a3a2-2526-4c29-9731-642fdf634f84/s-350-kit-amg-phase-2-full%F0%9F%9A%98,2010
345,Range Rover Sport autobiography TU 218🚘,175 000 DT,147500,Land Rover,Range Rover Sport,Diesel,16,Noir,4 x 4,🆕 👉 A VENDRE RANGE ROVER SPORT PHASE 2 KIT AUTOBIOGRAPHY 3 litres diesel . Svp pas de dérangement après 19H00 PRIX:175 000 DT,https://www.tayara.tn/listings/voitures-9/f9ec7dcd-7b95-420f-b05b-4042e55c1c13/range-rover-sport-autobiography-tu-218%F0%9F%9A%98,2011
346,BMW 420 i Pack Sport Pack Night🚘,132 500 DT,71000,BMW,Serie 4,Essence,10,Blanc,Utilitaire,🆕 A VENDRE 🚘 👑 BMW 420i coupe’ BVA SPORT LINE PACK NIGHT TOIT OUVRANT,https://www.tayara.tn/listings/voitures-9/13a34783-edb8-4218-90fa-b5c838167c6b/bmw-420-i-pack-sport-pack-night%F0%9F%9A%98,2015
347,C180 COUPE' KIT AMG TU 203🚘,77 500 DT,114500,Mercedes-Benz,Classe C Coupe,Essence,9,Blanc,Utilitaire,🆕 A Vendre 🚘 👑 C180 COUPE’ KIT AMG 👰 Toit panoramique ouvrant. Svp pas de dérangement après 19.00 H,https://www.tayara.tn/listings/voitures-9/5153cfe7-1df4-47e4-86ae-9caee2e02237/c180-coupe'-kit-amg-tu-203%F0%9F%9A%98,2013
348,BMW 316i F30 BVA 2015🚘,87 500 DT,86000,BMW,Serie 3,Essence,7,Noir,Berline,VENDRE 🚘 👑 BMW 316i F30 BVA Cuir,https://www.tayara.tn/listings/voitures-9/24276a0e-185c-4b27-8b71-a84525f14e1e/bmw-316i-f30-bva-2015%F0%9F%9A%98,2015
349,KIA SPORTAGE 2L BVA. CRDI,62 500 DT,156000,Kia,Sportage,Diesel,11,Bleu,4 x 4,Av KIA sportage boite auto diesel moteur 2Litres diesel 11 Cv année 4/2013Toute options sauf toit ouvrant,https://www.tayara.tn/listings/voitures-9/76b977b8-518f-4185-9bd4-202dc5c5d527/kia-sportage-2l-bva-crdi,2013
350,GRUNDI PUNTO EASY PREMIERE MAIN NEUF TEL 22 486 943,28 000 DT,75000,Fiat,Grande Punto,Essence,4,Blanc,Compacte,GRUNDI PUNTO EASY PREMIERE MAIN ETAT ORIGINE COMME NEUF TRES BIEN ENTRETENUE....PRIX LEGEREMENT NEGOCIABLE TEL 22 486 943,https://www.tayara.tn/listings/voitures-9/9e55035e-2547-4355-9d65-1b5111b516ed/grundi-punto-easy-premiere-main-neuf-tel-22-486-943,2016
351,Hyndai i20,23 DT,157,Hyundai,I 20,Essence,5,Noir,Manuelle,Année 2011,https://www.tayara.tn/listings/voitures-9/c7b212f3-6c8a-43b3-842d-fa2c820f6158/hyndai-i20,2011
352,clio campus cable تسجيل اول tlf 22 968 100,2 DT,102000,Renault,Clio,Essence,4,Gris,Compacte,🚘 ETA neuuuuuuuuf,https://www.tayara.tn/listings/voitures-9/e02af23b-7bb1-4c4a-80ae-511e99710d1f/clio-campus-cable-%D8%AA%D8%B3%D8%AC%D9%8A%D9%84-%D8%A7%D9%88%D9%84-tlf-22-968-100,2011
353,fiat 127 a vendre,0 DT,400000,Fiat,127,Essence,4,Blanc,Autres,fiat 127,https://www.tayara.tn/listings/voitures-9/86082711-7f39-4380-82d1-0067ea294530/fiat-127-a-vendre,1985
354,Mercedes 250d,16 800 DT,0,Mercedes-Benz,250,Diesel,8,Bleu,Berline,8 ch diesel abs assiste vitre avant électrique jante aluminium moteur très bon état aajali jdod carrosserie original awrak khalsin 2020دهينة جديدة على العظم وبالفور voiture à letat original ( رقم الشاسي اوريجينال ما هوش معاود) prix peu négociable. بربي... الجادين فقط,https://www.tayara.tn/listings/voitures-9/f3635306-f763-45d7-938f-1d5f4c219e2b/mercedes-250d,1986
355,cherche une secrétaire pour une agence de,1 000 DT,20000,BMW,Serie 1,Essence,40,Blanc,Pick up,,https://www.tayara.tn/listings/voitures-9/50f46ce2-e3d5-4e17-9576-f8e7ed4f73a6/cherche-une-secr%C3%A9taire-pour-une-agence-de,2009
356,Peugeot 206 +,0 DT,247000,Peugeot,206+,Essence,4,Bleu,Autres,Série 146,https://www.tayara.tn/listings/voitures-9/052fb4fb-c6cc-4664-8552-c4e53288d838/peugeot-206-+-,2010
357,Belle C4 . Moteur jdid.,22 500 DT,272000,Citroen,C4,Diesel,6,Bleu,Compacte,"voiture en tres Bonne état faible consommation, c4 diesel, airbag, assisté, 4Vitres elec,climatronic, jantes allum,régulateur de vitesse, volon multi fonction,USB,salon noir semi cuir,radar de recule, hasile kol chay en Bonne état. 0 masrouf,hata kit chaîne badalte.bilha9 0 masrouf.tel,26.636.662",https://www.tayara.tn/listings/voitures-9/aa2b9e41-65d4-4746-a6b1-c36445eb627b/belle-c4-moteur-jdid-,2009
358,isuzu d'max année 2017,40 000 DT,253351,Isuzu,D-MAX,Diesel,8,Blanc,Pick up,isuzu d'max en très bon état,https://www.tayara.tn/listings/voitures-9/d0c5411a-9062-4a50-88b7-26c3013e38db/isuzu-d'max-ann%C3%A9e-2017,2014
359,polo fox,8 500 DT,11111,Volkswagen,Polo,Essence,5,Rouge,Berline,سيارة ممتازة و كل الأوراق كاملة خالصة السعر 8.500 نقبل التبديل بسيارة .,https://www.tayara.tn/listings/voitures-9/6068c0cb-3ada-4a26-8df1-76a71b04b932/polo-fox,1985
360,a vendre polo 3,0 DT,240,Volkswagen,Polo,Essence,4,Noir,Autres,"polo 3 année 1999. klm 240,000",https://www.tayara.tn/listings/voitures-9/594e4520-85fa-4eda-b670-33d13f269aaf/a-vendre-polo-3,1999
361,205 diesel,6 500 DT,170,Peugeot,205,Diesel,5,Gris,Berline,Peugeot 205 diesel.23090647,https://www.tayara.tn/listings/voitures-9/92d6b72f-0724-42fd-af6e-d5b9ff3d9b0d/205-diesel,1997
362,Ford fiesta titnuam,0 DT,167,Ford,Fiesta,Essence,5,Bleu,Berline,A vendre ford fiesta titnuam en bon etat toute option,https://www.tayara.tn/listings/voitures-9/8dd0e97d-957a-4b69-9039-56d6d87ee313/ford-fiesta-titnuam-,2012
363,symbole,0 DT,138,Renault,Symbol,Essence,5,Beige,Autres,a vendre renault symbole annee 2011 5 cv essence toutes options nthifa barcha,https://www.tayara.tn/listings/voitures-9/09c20e27-d0e3-4764-8fa4-afc8418ab37c/symbole,2011
364,alfa mito 1.4 essence 5ch,29 DT,180000,Alfa Romeo,Mito,Essence,5,Noir,Avec kilométrage,alfa mito 5ch en très bonne état,https://www.tayara.tn/listings/voitures-9/faf775b7-350a-4129-878f-220f9ee477e2/alfa-mito-1-4-essence-5ch,2010
365,Opel Corsa,0 DT,80,Opel,Corsa,Essence,1111,Manuelle,3.0,,https://www.tayara.tn/listings/voitures-9/9a18491c-404e-43a2-b80a-de03181c5e46/opel-corsa,1998
366,golf 6 tdi,39 500 DT,190000,Volkswagen,Golf 6,Diesel,5,Blanc,Berline,a vendre golf 6 tdi tts options.,https://www.tayara.tn/listings/voitures-9/a916e5ad-ce4a-46bf-9442-62c3f4346f21/golf-6-tdi,2010
367,Vente Chery Q&Q,23 DT,14,Chery,QQ,Essence,4,Bleu,Compacte,Puissance 4cv,https://www.tayara.tn/listings/voitures-9/f559941d-fa0f-4fe3-98aa-fed24f0295da/vente-chery-q&q,2018
368,205,6 500 DT,170,Peugeot,205,Diesel,5,Gris,Berline,Peugeot 205 diesel 52539255,https://www.tayara.tn/listings/voitures-9/55df9496-5cf2-422f-bae9-7f24ae182aec/205,1997
369,citroen jumper,8 500 DT,200,Citroen,Jumper,Diesel,8,Blanc,Autres,a vendre citroen jumper annee 2002 8 cv diesel assiste nthifa barcha,https://www.tayara.tn/listings/voitures-9/56a1a4ea-b39d-4d3c-9df3-3abc99fc9479/citroen-jumper,2002
370,clio classic neuf,0 DT,33000,Renault,Clio,Essence,5,Noir,Autres,a vendre classic a l'etat dorigine 12ans 3al kalat seulment mechia 33000 roues d secours jamais utilise,https://www.tayara.tn/listings/voitures-9/8e1a1c79-b55c-494d-abce-6d6da17a1ba1/clio-classic-neuf,2007
